Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2007-05-31;null;9;0;32,5;26,6;23,4;84;78;3;
2007-06-01;5,3;3,9;10,3;30,6;26,5;23,5;75;83;2,6;
2007-06-02;6,5;7,2;0;29,4;25,3;22,3;91;79;3,4;
2007-06-03;4;,9;4,6;28,8;25,5;23,6;73;92;1,5;
2007-06-04;2,3;10,4;,9;31,6;26,3;22,9;92;87;5,1;
2007-06-05;6;9,4;0;32,6;null;24,2;null;75;5,1;
2007-06-06;5,5;6,1;20,3;32,6;26,2;22,5;92;87;3,6;
2007-06-07;5,6;10,7;0;33;26,5;22,6;88;79;3,6;
2007-06-08;7,2;10,9;7,2;32,8;26,4;21,4;90;83;3,5;
2007-06-09;7,4;5;0;30,7;25,9;23,1;91;86;3,8;
2007-06-10;6,1;1,1;,1;30,6;25,8;22,3;90;87;3,4;
2007-06-11;6,2;10,6;0;32,9;26,7;21,6;79;67;4,3;
2007-06-12;9,3;6,4;0;31,8;26,1;23;93;82;3,4;
2007-06-13;5,6;9,6;10,6;31,4;25,9;21,9;91;81;3,3;
2007-06-14;7,1;10,3;,8;32,3;26,5;22,5;84;71;4,6;
2007-06-15;8,1;10,6;0;33,3;26,6;21,6;80;73;5,5;
2007-06-16;11,2;10,7;0;32,6;26;21,7;85;73;3,8;
2007-06-17;7;1,8;,6;28,7;24,5;22,1;96;90;3,8;
2007-06-18;3,5;4,1;1,3;29,6;25,6;22,7;87;79;3,4;
2007-06-19;5,7;10,5;0;32,3;26,4;22,3;80;69;4;
2007-06-20;9,8;10,4;0;32,6;26,6;21,6;79;65;6,1;
2007-06-21;11,6;7;0;31,5;25,4;21;82;69;3,1;
2007-06-22;8,2;7,6;0;31,6;26,6;20,3;62;65;6,8;
2007-06-23;12;7,8;0;32,5;26,7;23,1;83;64;4,1;
2007-06-24;10,9;10;0;33,9;27,3;22;79;68;4,9;
2007-06-25;14,2;10,7;0;34,1;26;21,9;77;56;6,2;
2007-06-26;14,8;6,7;0;31;26,4;22;79;69;5,6;
2007-06-27;10;8,8;,1;32,2;26,3;22;85;66;3,6;
2007-06-28;7,5;3,2;1,5;30,9;25,8;23,3;87;70;3,8;
2007-06-29;5,7;10,2;3,2;33,6;26,2;21,6;87;81;4,3;
2007-06-30;8,8;8,5;0;32,5;26,5;21,7;84;70;6,3;
2007-07-01;7,9;10,5;0;34,5;27,7;22,7;75;68;5,1;
2007-07-02;11,6;8,2;0;34,3;28,1;23;79;67;5;
2007-07-03;13,1;10,7;0;34,3;28,4;23,2;73;71;5,5;
2007-07-04;16,4;10,8;0;34,4;26,6;22,3;80;66;4,1;
2007-07-05;18,7;6,5;0;32,7;null;22,4;null;70;6,6;
2007-07-06;16,9;10,4;0;34,2;28;22,4;74;63;6,6;
2007-07-07;19;10,5;0;34,2;27,5;21;80;73;5,6;
2007-07-08;17,1;4;0;33,3;27,1;24,4;89;79;5;
2007-07-09;10,6;10,2;5,2;33,9;27;22,3;84;75;3,4;
2007-07-10;13,6;7,8;1;34,5;26,2;22,2;92;89;3,3;
2007-07-11;13,3;5,2;0;32,5;27;22,4;83;75;3,8;
2007-07-12;13,4;8,3;0;33,4;27,6;22;79;74;3,6;
2007-07-13;15;1,7;0;33,3;27,4;23,2;80;73;3,9;
2007-07-14;13,1;8,8;0;33,4;27,2;23,7;79;64;5,6;
2007-07-15;14,3;8,7;0;34,3;27,1;23;79;67;6,2;
2007-07-16;15,2;10,7;0;34,6;27,3;22,9;79;71;5,3;
2007-07-17;12,9;10,8;0;35;26,7;21,3;80;74;5,3;
2007-07-18;13;10,8;0;35,5;27,2;22,2;78;65;5,1;
2007-07-19;17,7;10,7;0;34,8;26,6;21;76;69;6,4;
2007-07-20;17,6;10,8;0;33,5;26;20,3;75;67;6,1;
2007-07-21;18,8;9,7;0;34,4;26,6;21,2;79;76;2,3;
2007-07-22;17,1;6,6;0;32;26,8;21,4;78;78;4,1;
2007-07-23;10,9;1;12,2;30,3;26,4;22,7;76;78;5,6;
2007-07-24;9,6;10,6;0;33,9;26,6;22;79;71;5,1;
2007-07-25;15,1;8,6;0;33,5;26,3;20,6;81;72;4,1;
2007-07-26;14,1;10,4;0;34,2;26,5;21,6;82;85;2,9;
2007-07-27;12,7;7,1;0;33,2;26,6;22,1;80;76;5,1;
2007-07-28;15,7;10,7;0;34,4;27,1;22,4;69;58;6,4;
2007-07-29;18,7;9,3;0;34,4;27,2;22,6;71;65;4,6;
2007-07-30;18,7;10,6;0;34,5;27,6;22,7;73;60;4,5;
2007-07-31;18,2;10,4;0;33,3;28,4;23,4;74;64;4,9;
2007-08-01;21,3;6,6;0;33,4;27,9;23,3;73;79;5,8;
2007-08-02;18,1;3,1;0;32,6;26,8;22,2;87;70;4,4;
2007-08-03;17,9;10,5;0;34,3;27;21,6;75;65;2,8;
2007-08-04;20,1;10,3;0;34,6;27,8;23,6;74;65;4,4;
2007-08-05;18;10,4;0;34,8;28,3;22,7;63;62;6,6;
2007-08-06;17;6,9;0;33,3;27,1;22,2;73;62;6,6;
2007-08-07;16,6;10,9;0;34,6;27,5;22,6;69;64;6,5;
2007-08-08;19,5;10,7;0;34,7;28,4;23,5;66;62;7,2;
2007-08-09;19,7;10,8;0;33,7;27,9;22,6;65;65;6,9;
2007-08-10;20,6;10,9;0;34,7;28,2;22,1;64;61;4,8;
2007-08-11;19,4;7,3;0;34,4;null;23,4;null;66;6,5;
2007-08-12;20,5;6,4;0;34,1;27,8;23,1;70;62;6,5;
2007-08-13;17,9;10,8;0;32,7;26,9;21;66;58;7,2;
2007-08-14;18,6;2,4;0;30,5;25,4;22,4;81;73;5,3;
2007-08-15;14,3;10,6;0;34,4;27,2;20,9;67;54;7,1;
2007-08-16;21,1;3,9;0;30,4;26,3;21,7;69;58;6,8;
2007-08-17;16,6;10,6;0;33,4;27,4;21,9;69;66;7,1;
2007-08-18;null;11;0;33,6;26,3;21,6;75;58;6,9;
2007-08-19;17,5;9,5;0;32,6;26,6;22,1;78;68;6,1;
2007-08-20;16,1;11,2;0;35,9;28,9;23,3;70;66;6,6;
2007-08-21;19,1;10,9;0;34,5;28,3;22,9;69;68;6,4;
2007-08-22;16,8;11;0;34,3;27,2;23,4;74;63;6,2;
2007-08-23;18,2;11,2;0;33,7;26,7;22,6;74;59;6,6;
2007-08-24;17;7,2;0;34,3;26,9;22,2;75;71;5,6;
2007-08-25;16,7;9;0;35,1;28,7;23,8;72;62;5,6;
2007-08-26;20,5;10,6;0;35;28;23,6;70;64;5,8;
2007-08-27;19,5;9,4;0;34,4;27,1;22,5;74;62;6,1;
2007-08-28;18,2;10,9;0;35;26,4;20,7;76;68;5,4;
2007-08-29;17,1;11;0;34,3;26,3;21,3;77;67;5,6;
2007-08-30;16,2;7,8;0;33,6;26,6;21,6;null;68;5,3;
2007-08-31;18,1;8,5;0;35,1;27,3;22,2;75;60;6,6;
2007-09-01;null;null;null;null;null;null;null;81;null;
2007-09-02;null;null;null;null;null;null;null;null;null;
2007-09-03;null;null;null;null;null;null;null;null;null;
2007-09-04;null;null;null;null;null;null;null;null;null;
2007-09-05;null;null;null;null;null;null;null;null;null;
2007-09-06;null;null;null;null;null;null;null;null;null;
2007-09-07;null;10,9;null;36,3;null;null;75;null;3,6;
2007-09-08;null;null;null;null;null;null;null;79;null;
2007-09-09;null;null;null;null;null;null;null;null;null;
2007-09-10;null;null;null;null;null;null;null;null;null;
2007-09-11;null;null;null;null;null;null;null;null;null;
2007-09-12;null;null;null;null;null;null;null;null;null;
2007-09-13;null;null;null;null;null;null;null;null;null;
2007-09-14;null;null;null;null;null;null;null;null;null;
2007-09-15;null;null;null;null;null;null;null;null;null;
2007-09-16;null;null;null;null;null;null;null;null;null;
2007-09-17;null;null;null;null;null;null;null;null;null;
2007-09-18;null;null;null;null;null;null;null;null;null;
2007-09-19;null;null;null;null;null;null;null;null;null;
2007-09-20;null;null;null;null;null;null;null;null;null;
2007-09-21;null;null;null;null;null;null;null;null;null;
2007-09-22;null;null;null;null;null;null;null;null;null;
2007-09-23;null;null;null;null;null;null;null;null;null;
2007-09-24;null;null;null;null;null;null;null;null;null;
2007-09-25;null;null;null;null;null;null;null;null;null;
2007-09-26;null;null;null;null;null;null;null;null;null;
2007-09-27;null;11,2;null;35,5;null;null;71;null;5,1;
2007-09-28;null;null;null;null;null;null;null;76;null;
2007-09-29;null;null;null;null;null;null;null;null;null;
2007-09-30;null;null;null;null;null;null;null;null;null;
2007-10-01;null;10,7;0;35,2;27,8;23;68;59;5,6;
2007-10-02;17,2;11,1;0;36,1;28,5;23,6;66;56;5,6;
2007-10-03;19,8;11,1;0;36,1;28,7;24,3;65;47;6,3;
2007-10-04;17,8;9,4;0;35,1;null;24,5;null;63;6,1;
2007-10-05;17,7;10,2;0;35,3;28;22,9;69;66;5,3;
2007-10-06;19,9;10,8;0;36,3;27,8;22,2;71;64;5;
2007-10-07;16,8;10,9;0;36,3;28,1;23,6;75;69;4,4;
2007-10-08;16,5;10,5;0;35,4;28,7;23,7;67;61;6,3;
2007-10-09;18;7;0;35,3;27,8;23,7;71;62;5,6;
2007-10-10;17,9;11;0;35,7;28,2;24;66;58;6,3;
2007-10-11;17,6;11,3;0;35,8;27,9;23,1;69;56;6,3;
2007-10-12;21,4;11;0;36,2;28,5;23;75;62;5,3;
2007-10-13;19,9;11,3;0;36,5;28,4;23,6;69;64;5,1;
2007-10-14;20,6;11,4;0;35,7;28,2;22,4;66;51;5,1;
2007-10-15;3,3;11,3;0;35,4;28,3;22,7;64;55;5,8;
2007-10-16;19,3;11,3;0;37;29,4;23,5;61;54;6,3;
2007-10-17;18,4;10;0;35,5;27,7;23;68;58;5;
2007-10-18;13,1;11,4;0;36,4;27,5;21,2;71;62;5,8;
2007-10-19;15,5;11,2;0;37,4;28,2;22,7;71;65;4,4;
2007-10-20;16,9;11;0;36,4;27,8;22,7;74;64;4,5;
2007-10-21;14,9;10,8;0;36,3;28;21,8;68;51;5,6;
2007-10-22;18,8;11,1;0;36,5;28,8;22,9;65;54;6;
2007-10-23;21,4;11;0;35,8;28,3;22,8;70;62;4,3;
2007-10-24;14,9;11;0;37;30,2;23,5;51;54;4,3;
2007-10-25;2,5;11;0;36,7;29,1;24,2;73;52;6,7;
2007-10-26;2,3;11;0;35,3;28,1;23,4;66;57;6,6;
2007-10-27;19,3;11,2;0;35,5;28,3;23,3;71;61;5;
2007-10-28;19,3;11,4;0;37,2;28,7;23,1;71;65;5,3;
2007-10-29;17,6;11,3;0;37,5;28,5;22,8;69;61;5;
2007-10-30;19,6;10,9;0;36,7;28,9;23,4;59;55;5,3;
2007-10-31;20,5;6,4;0;34,8;28;23,3;72;63;6,1;
2007-11-01;14,2;9,6;0;36,9;null;24,2;null;66;5,5;
2007-11-02;17,7;10,2;0;36,8;28,6;23,2;68;57;5,6;
2007-11-03;18,5;10,7;0;36,4;28,3;22,6;69;58;5,3;
2007-11-04;18,5;11,2;0;36,4;27,8;22,6;70;67;5,4;
2007-11-05;17,8;11,4;0;35,6;28,8;22;60;59;6,6;
2007-11-06;22,6;11,6;0;36,6;28,7;22,6;61;57;6,3;
2007-11-07;25,6;11,4;0;37,3;29,2;24;70;54;5,4;
2007-11-08;19,4;10,5;0;37,1;29,5;24,8;61;59;5,6;
2007-11-09;21;11,6;0;36,4;28,3;23;68;59;5,3;
2007-11-10;18,3;11;0;37,4;28,4;22,6;66;52;4,8;
2007-11-11;20,5;11,4;0;36,3;28,4;23,4;67;58;4,2;
2007-11-12;16,5;11,5;0;36,4;28,3;22,9;62;61;5;
2007-11-13;22,4;11,1;0;36,7;28,2;21,4;60;57;5,4;
2007-11-14;22,3;8,9;0;35,7;29,2;25,7;61;55;5,3;
2007-11-15;21,6;11,7;0;36,5;28,6;22,4;64;60;4,2;
2007-11-16;20,5;11,1;0;37,7;29,3;23,4;66;56;4,4;
2007-11-17;24,6;11,6;0;37,8;29,8;24,6;62;51;6,8;
2007-11-18;23,6;11,6;0;35,7;28,8;24,3;67;56;5,3;
2007-11-19;19,8;11,5;0;36,3;28,7;23,7;68;57;4,9;
2007-11-20;16,8;10,4;0;37,8;29,4;23,6;67;59;5,6;
2007-11-21;18,1;11,3;0;37,5;29,4;24,4;68;61;4,9;
2007-11-22;19,2;8,7;0;36,3;28,6;23,7;70;58;5,3;
2007-11-23;15,5;11;0;36,4;28,6;22,8;72;60;5,6;
2007-11-24;15,2;9,7;0;36,4;28,7;24;74;62;5,9;
2007-11-25;14,2;10,9;0;36,7;28,6;23,7;73;65;4,8;
2007-11-26;17,4;10,3;0;35,1;27,9;23;74;56;5,3;
2007-11-27;15,7;10,8;0;34,7;28,4;23;73;66;5,6;
2007-11-28;18,7;10,3;0;36,8;28,7;23,6;75;62;6,1;
2007-11-29;15,3;9,6;0;36,8;29;23,7;74;60;6,3;
2007-11-30;16;10,5;0;36,3;28,9;25,3;76;68;4,8;
2007-12-01;18,9;11,6;0;36,3;null;24;null;62;5,1;
2007-12-02;18,1;11,5;0;36,5;28,7;23,3;69;67;5,8;
2007-12-03;16;11,5;0;37,1;28,5;23,3;75;70;5,8;
2007-12-04;16,3;11,5;0;36,7;28,9;24;null;63;5,5;
2007-12-05;18,7;7;0;35,5;29,3;25,4;71;63;6,1;
2007-12-06;16,1;7,1;0;34,9;28,5;25;78;71;4;
2007-12-07;15,2;9,9;0;36,3;28,7;25,3;77;69;5,6;
2007-12-08;13,1;8,9;1;35,3;28,4;24,8;77;70;5,4;
2007-12-09;14,2;9,3;0;36;28,4;22,4;74;76;5;
2007-12-10;15,8;9,6;0;35,7;28,6;24,4;80;73;5,1;
2007-12-11;16,1;10,4;0;36,6;29;24,3;75;64;5,3;
2007-12-12;19,1;11,1;0;36,3;28,8;24,2;76;66;5,3;
2007-12-13;19,7;8,4;0;34,4;28,2;24,2;75;66;5,8;
2007-12-14;14,3;9,5;0;37;28,8;22;73;71;5,1;
2007-12-15;15,8;4,9;0;35;28,3;25;null;70;5;
2007-12-16;13,2;1,7;0;33,6;27,6;24,5;79;82;5,4;
2007-12-17;10,7;7;0;34,5;27,8;23,6;89;73;3,3;
2007-12-18;14,6;9,9;0;36,3;28,5;23;73;66;5,5;
2007-12-19;18,1;11,3;0;36,8;28,7;21,8;77;72;5,9;
2007-12-20;22,1;11,2;0;37,2;29,4;24,4;82;63;5,3;
2007-12-21;24,7;9,5;0;36,2;29,2;23,6;69;62;5,5;
2007-12-22;19,7;9;0;36,6;29,1;23,9;75;70;5,3;
2007-12-23;17,5;9,2;0;36,1;29;25,4;null;65;5,1;
2007-12-24;15,6;null;0;36,7;29;23,8;67;56;5,8;
2007-12-25;20,6;null;0;36,4;28,9;24,1;70;59;5,1;
2007-12-26;15,1;null;0;35,3;28,5;23,9;71;62;5,1;
2007-12-27;14,6;null;0;34,7;28,9;26;73;69;5,6;
2007-12-28;15,1;null;0;36,5;29,1;25;74;60;5,8;
2007-12-29;18,2;null;0;36,2;29;24,5;71;63;5,6;
2007-12-30;16,3;null;0;36,4;29;24,6;76;71;5,3;
2007-12-31;15,7;null;0;36,6;29;26;86;72;5,6;
2008-01-01;14,9;null;0;36,5;28,5;23,6;null;59;5,3;
2008-01-02;18,8;null;0;36,6;28,6;23,9;74;68;5,5;
2008-01-03;16,2;null;0;36,9;29,6;24,7;72;66;6;
2008-01-04;17;9,1;0;37,5;29,9;25,5;76;66;5,9;
2008-01-05;15,7;11,4;0;36,6;28,7;23,4;null;70;5,8;
2008-01-06;18,5;11,3;0;37,1;29,2;24,3;69;63;6;
2008-01-07;17,3;10,2;0;36,3;28,5;24,3;77;64;4,1;
2008-01-08;11,7;10,6;,3;37,5;29,1;24,4;78;66;5,8;
2008-01-09;16,1;11,3;0;36,5;28,4;23,4;76;76;5,6;
2008-01-10;17;1,3;0;35,8;28,3;23,5;79;78;5,5;
2008-01-11;14,9;7,7;0;35,6;28,9;25;72;67;6,1;
2008-01-12;14,5;10,6;0;37;29,2;24,8;77;70;5,8;
2008-01-13;17,2;10;0;36,2;28,9;26,3;81;78;5,1;
2008-01-14;17,2;5,3;0;34,5;28,9;25,6;73;79;5,3;
2008-01-15;15,7;6,3;0;35,6;28,9;25,3;78;72;4,9;
2008-01-16;15,4;6,9;,1;36;27,5;23,4;89;72;5,1;
2008-01-17;9,3;5,8;19,1;34,6;27,8;24;89;82;4,8;
2008-01-18;8,7;9,8;8,1;35,3;27,6;24,6;90;82;4,5;
2008-01-19;10,2;10,5;2,1;35,3;28,3;24,1;77;78;5,3;
2008-01-20;14;8,9;0;34,8;28,3;24,6;82;77;5,9;
2008-01-21;12,7;1,4;0;33;28,2;25,9;80;76;4,8;
2008-01-22;8,8;6;,2;35,6;25,7;21,6;92;78;3,3;
2008-01-23;6,4;7,9;36,3;32,6;null;21,6;null;92;2,2;
2008-01-24;11,9;9;13,1;34,6;27,4;22;89;82;5,8;
2008-01-25;12;11,4;0;34,2;27,9;24;82;81;5,5;
2008-01-26;10,7;8,5;0;34,5;28,5;25;83;86;3,4;
2008-01-27;10;4,5;0;33,1;26,7;24,3;95;83;4,8;
2008-01-28;5,8;10,7;27,5;33;27,3;23,2;88;84;5,3;
2008-01-29;6,9;11,5;0;32,5;27,8;24,2;85;83;5,1;
2008-01-30;9;9,7;0;34,5;28,5;25,3;81;81;5,3;
2008-01-31;9,6;4,3;0;33,4;27,9;24,8;86;79;4,6;
2008-02-01;7;2,7;,2;31,9;26,2;23;89;87;5,5;
2008-02-02;5,1;9,5;1,9;33,7;27,3;22,6;82;88;5;
2008-02-03;9,3;9,4;0;35;27,8;23,2;86;82;5,3;
2008-02-04;9,5;9,5;0;35,2;27,9;23,7;82;73;6,3;
2008-02-05;8,7;11,5;0;35,5;27,6;21,9;82;74;3,8;
2008-02-06;13;11,5;0;35,5;28,1;22,2;77;78;5,7;
2008-02-07;14,2;10,3;0;36,1;28,5;23;78;78;4,9;
2008-02-08;14,2;11;0;36,3;null;23,7;null;71;4,5;
2008-02-09;14,2;9,1;0;35,6;28,7;24;77;69;7,1;
2008-02-10;15,1;10,8;0;35,7;28,9;25;90;75;6,3;
2008-02-11;17,1;10;0;36,4;28,7;24,5;86;72;5,2;
2008-02-12;12,6;9,6;5,4;35,2;28;23,4;85;78;6,3;
2008-02-13;13,9;10,5;,5;35,6;28,5;23,7;84;83;5,5;
2008-02-14;14,3;10,2;0;35,4;28,4;23,5;74;72;6,1;
2008-02-15;12;1,7;0;32,7;28,1;25,3;77;75;6;
2008-02-16;11,6;3,9;,3;33,9;28,4;24,8;88;75;5,8;
2008-02-17;14,6;4,2;,1;34,1;28,9;24,5;85;80;4,9;
2008-02-18;15,8;8,4;0;36,1;28,4;24,5;84;82;5;
2008-02-19;11,6;10,1;0;36,4;28,7;23,4;78;76;5,3;
2008-02-20;16,5;8,3;0;35,8;29;23,9;81;79;5,3;
2008-02-21;13,8;4,6;0;35,7;28,8;25;83;81;6;
2008-02-22;12,3;10,5;0;36,3;29;25,2;81;81;6,4;
2008-02-23;13,5;11,1;0;36,4;29,1;24,3;75;77;6,7;
2008-02-24;13,9;9,5;0;36,2;29,2;25,2;79;75;5,5;
2008-02-25;16,2;8,7;0;35,8;28,6;24,7;82;81;6,1;
2008-02-26;13,3;7,2;0;35,6;28,7;24,8;81;80;5,1;
2008-02-27;8,9;6,3;6,8;34,3;27,6;24,8;91;82;5,2;
2008-02-28;5,6;8,4;10,4;35;28,1;24,4;84;84;5,4;
2008-02-29;10,5;5,6;0;33,2;28;24,3;84;77;5,2;
2008-03-01;12,1;9,9;2,6;35,5;28,2;24,4;83;79;6,1;
2008-03-02;11,9;8,2;0;36,5;28,8;23,2;76;73;5,9;
2008-03-03;16,4;6,4;0;35,8;28,6;23,4;84;78;5,3;
2008-03-04;11;7;0;36,4;29,1;25;84;78;5;
2008-03-05;10,7;4;0;34,9;27,2;23,6;93;85;4,8;
2008-03-06;7,5;6,1;,9;33,7;26,3;23,4;97;87;5;
2008-03-07;10,7;8,2;0;35,6;28,8;24,6;77;74;5,1;
2008-03-08;10,6;6,7;4,6;33,7;26,7;22,5;92;80;4,6;
2008-03-09;5,2;6,8;26,4;32,6;26,2;23,1;95;89;3,5;
2008-03-10;5,3;8,4;1,1;34;27,5;23,6;90;89;5,2;
2008-03-11;8,5;8,1;0;34,2;28,3;24,4;96;88;5,7;
2008-03-12;9,1;3,2;0;30,4;26,7;24,3;94;86;4,8;
2008-03-13;3,1;6,7;,6;33,3;26,8;23,5;90;92;2,3;
2008-03-14;5,3;6,2;,8;34,1;27,2;24;98;87;4;
2008-03-15;4;5,5;12,3;32,4;26;23,5;96;94;4,4;
2008-03-16;3,9;7,3;2,5;32,4;26,9;23,4;85;86;5,3;
2008-03-17;5,2;6,8;40,3;31,8;26,1;21,9;91;86;5;
2008-03-18;7,2;8,9;0;32,6;27,2;24,6;91;87;4;
2008-03-19;5,2;4,6;9;30,9;25,7;22,7;95;92;1;
2008-03-20;2,5;2,2;16,5;28,3;24,4;21,8;96;94;2,1;
2008-03-21;2,6;5,3;,9;30,1;25,7;22,6;96;91;3,5;
2008-03-22;1,9;5,3;52;31;25,1;22,6;99;95;2,4;
2008-03-23;2,6;8,4;8,7;31,6;26,5;23;95;94;4,1;
2008-03-24;3,4;4,1;59,8;29,1;25,5;22,1;96;92;3,3;
2008-03-25;2,4;4,1;0;29,6;null;23,5;null;92;1,1;
2008-03-26;2,2;1;6,4;29,5;25,7;24;96;91;1,3;
2008-03-27;1,4;6,2;,6;30,6;26;23,3;94;85;3,5;
2008-03-28;3,2;5;,1;29,9;25,9;23,5;96;89;3;
2008-03-29;3,1;7,9;3,3;30,5;26,2;23,6;96;90;3,8;
2008-03-30;3;3,4;13,9;29,5;25,5;24;98;95;2,3;
2008-03-31;1,6;3,7;2,2;28,7;25,3;23,1;98;93;1,7;
2008-04-01;1,4;1,2;31;28,4;24,8;23;99;95;1,8;
2008-04-02;1,3;7,4;42,3;30,7;25,9;22,7;94;95;1;
2008-04-03;2,8;4,4;61;29,4;25,6;23;98;92;2,8;
2008-04-04;2,1;9,7;,3;31,6;26,8;22,7;95;95;3,5;
2008-04-05;4;5,6;0;31;25,9;23,6;98;92;3,3;
2008-04-06;2,3;6,9;20,1;30,7;25,9;23,3;97;95;1,3;
2008-04-07;2,7;4,5;5,4;28,7;25,3;23;95;89;4,3;
2008-04-08;3;8;,7;30,4;25,4;22,6;95;91;2,4;
2008-04-09;2,7;8,7;4,8;30,5;26,2;22,7;94;91;5,1;
2008-04-10;3,8;10,6;0;30,7;26,4;23,7;94;85;5,1;
2008-04-11;4,1;7,7;0;31,1;26;23,5;96;88;1,6;
2008-04-12;3,8;4,1;29,5;29,8;25,9;23,4;95;94;4,1;
2008-04-13;2,3;8,8;0;31,4;25,6;22,7;97;93;1,8;
2008-04-14;2,9;7;21,2;29,6;25,3;23;98;93;3,3;
2008-04-15;1,9;10,3;26,6;30,6;25,7;23,3;96;95;4,6;
2008-04-16;3,9;10,6;20,2;31,1;26,6;23,6;95;89;4,8;
2008-04-17;4,9;10,6;0;30,6;26,6;24;91;83;5,4;
2008-04-18;4,5;5;1,1;30,3;26,1;23,4;94;87;3,4;
2008-04-19;3,5;10,5;0;31,3;26,6;23,4;90;84;4,2;
2008-04-20;4,3;10,8;2,7;31,3;26,6;24,2;94;88;3,1;
2008-04-21;5,3;9;0;30,8;26,4;24,1;94;86;4,1;
2008-04-22;3,5;7;7,2;30,7;26,6;23,6;90;85;4,6;
2008-04-23;4,5;2,1;0;28,7;25;22,6;95;86;2,8;
2008-04-24;1,1;9,8;18,2;30,5;26,1;22,6;93;91;5;
2008-04-25;3,6;8,7;1,1;30,5;26,3;24;94;90;4,2;
2008-04-26;3,6;9,1;3;30,3;26,6;23,4;98;93;1,5;
2008-04-27;4,4;7,1;0;30,5;26,5;22,9;89;87;3,9;
2008-04-28;5,3;8,8;0;30,9;26,4;23,5;95;89;3,4;
2008-04-29;3,1;5,8;27,7;30,1;26,4;24,1;93;89;3,1;
2008-04-30;2,5;10;16,8;30,4;26,4;24;94;89;4,1;
2008-05-01;4;9,9;0;30,2;26,1;23,3;92;92;2,9;
2008-05-02;3,9;10,1;4,3;31;26,1;23,4;94;89;2,9;
2008-05-03;3,8;8,3;7,2;29,8;26;23,2;92;86;4,4;
2008-05-04;3,5;9,2;0;31;26,6;23,4;92;84;3,6;
2008-05-05;4,5;9,8;0;31,7;26,7;24,3;95;95;3,8;
2008-05-06;3,4;5,5;42,3;31,1;26,2;23;95;96;1,5;
2008-05-07;2,4;7,8;,1;32,2;26,5;22,8;95;91;1,7;
2008-05-08;3,2;6,5;0;30,3;26;23,5;93;86;3,6;
2008-05-09;3,6;10,2;0;30,9;26,6;24,4;93;88;4,5;
2008-05-10;4,3;3,7;36,4;29;25,3;22,7;99;96;2;
2008-05-11;1,6;9,4;15,3;29,5;26;23,2;96;92;5,3;
2008-05-12;3,9;8,6;0;29,8;25,7;22,6;92;83;5,3;
2008-05-13;4,3;0;2,8;26,9;24,9;22,9;94;89;4,6;
2008-05-14;2,6;6;0;28,4;25,9;24,1;92;89;4,3;
2008-05-15;3,7;1,1;1,3;27,2;24,9;22,5;94;90;5,3;
2008-05-16;3,2;10,6;0;30,5;25,9;22,5;91;87;5,3;
2008-05-17;4,2;10,2;0;30,7;26,8;24;88;86;5,5;
2008-05-18;4,2;8;,7;29,6;25,5;23,1;91;77;2,8;
2008-05-19;2,9;10,6;2,4;30,6;26;22,2;95;88;3,1;
2008-05-20;4,2;10,3;0;30,5;26,2;22,7;93;88;3,1;
2008-05-21;4,5;7,7;0;30,1;25,9;23,3;90;84;4,8;
2008-05-22;4,1;9,7;0;31,4;25,8;23,3;96;90;4,6;
2008-05-23;4,2;8,5;,8;31,5;26,2;23,2;89;89;5,4;
2008-05-24;4,6;10,5;0;31,2;26,5;23;91;83;3,4;
2008-05-25;5,3;8,4;0;30,6;26,9;24,1;89;82;4,8;
2008-05-26;4,6;10,5;,5;30,6;26,3;23,4;91;85;4,2;
2008-05-27;4,1;6,4;7,7;30;25,3;22,9;90;92;3,5;
2008-05-28;3,3;10,2;1,8;29,4;25,6;22,7;93;88;4,2;
2008-05-29;5;5,7;0;29,6;25,3;22,2;93;83;3,3;
2008-05-30;3,6;6,4;,5;30,5;26,4;23,5;93;90;3,8;
2008-05-31;4,5;8,2;0;30,1;25,2;23,1;93;85;4,3;
2008-06-01;3,9;10,3;,5;30,2;25,8;22;92;86;4,3;
2008-06-02;5,2;10,5;,4;29,7;25,1;22,2;90;85;4,8;
2008-06-03;6,3;8;0;29,6;25,4;21;90;85;5;
2008-06-04;4,2;7,4;1,1;30,4;25,4;23,2;89;86;5,1;
2008-06-05;4,1;6,8;11,3;29,5;null;22,8;null;81;5,1;
2008-06-06;3,4;7,8;0;30,2;25,9;23;91;86;4,6;
2008-06-07;4;9,7;0;30,7;25,3;21,5;94;86;5,7;
2008-06-08;4,7;,3;1;27,5;24,5;21,1;97;90;5,1;
2008-06-09;2,4;5,8;54,6;28,5;24,8;21,1;94;95;4,6;
2008-06-10;4,1;2,8;0;29,6;25,6;22,1;97;87;5,1;
2008-06-11;3,9;7,4;,1;29,4;26;22,1;93;85;2,7;
2008-06-12;4,4;5,5;0;28,7;25,6;22,8;92;83;3,9;
2008-06-13;3,7;8,1;0;29,2;25,6;22,5;92;88;4,7;
